x;y
122;-121
122;-121
122;-119
122;-117
122;-114
122;-112
122;-111
122;-111
122;-111
122;-111
122;-111
122;-111
122;-111
122;-111
122;-111
120;-111
115;-111
113;-111
110;-111
108;-111
102;-111
99;-111
97;-111
91;-111
91;-111
91;-111
91;-109
91;-106
91;-99
91;-96
91;-92
91;-90
91;-84
91;-82
90;-79
86;-76
84;-76
82;-76
80;-76
74;-76
74;-76
68;-73
65;-71
62;-69
59;-65
59;-62
59;-57
59;-53
59;-43
59;-38
59;-34
59;-34
59;-34
59;-34
55;-34
48;-34
48;-34
40;-34
37;-34
34;-34
29;-31
27;-28
22;-22
21;-18
21;-18
21;-11
21;-1
21;-1
20;7
16;12
13;14
11;14
5;14
2;14
0;14
-2;14
-6;14
-9;14
-11;14
-13;14
-13;15
-13;18
-13;21
-13;28
-15;31
-17;34
-19;34
-21;34
-25;34
-29;34
-33;34
-40;34
-40;34
-48;34
-51;34
-54;34
-59;42
-61;47
-63;51
-66;60
-68;61
-69;61
-71;61
-72;61
-75;61
-80;61
-83;61
-89;61
-92;61
-94;61
-96;63
-97;66
-101;73
-102;77
-102;81
-102;86
-102;89
-102;91
-102;94
-102;96
-102;98
-102;98
-102;98
-102;98
-102;98
-102;98
-102;98
-102;98
-102;98
-102;98
-102;100
-102;102
-102;105
-102;107
-102;109
-102;113
-102;113
-102;118
-102;121
-102;124
-102;124
-102;124
-102;124
-103;124
-105;124
-109;124
-111;124
-113;124
-114;124
